timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312195205526924,539,219,112,0
20260312195206562405,602,219,126,0
20260312195207628625,599,219,126,0
20260312195208758458,602,219,126,0
20260312195209778099,610,219,128,0
20260312195210797344,602,219,126,0
20260312195211767892,602,219,126,0
20260312195212768440,603,219,126,0
20260312195213771053,603,219,126,0
20260312195214770170,603,219,126,0
20260312195215773409,609,219,128,0
20260312195216773984,602,219,126,0
20260312195217776325,602,219,126,0
20260312195218778377,603,219,126,0
20260312195219797590,602,219,126,0
20260312195220778643,603,219,126,0
20260312195221776376,610,219,128,0
20260312195222780436,603,219,126,0
20260312195223782862,606,219,127,0
20260312195224781270,602,220,126,0
20260312195225787342,603,220,126,0
20260312195226844695,607,220,127,0
20260312195227785658,623,219,131,0
