timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312193321808805,586,219,122,201
20260312193322824672,609,219,127,0
20260312193323811769,609,219,127,0
20260312193324811445,610,218,128,0
20260312193325814776,609,219,127,0
20260312193326813085,616,219,129,0
20260312193327810457,607,218,127,0
20260312193328823349,607,219,127,0
20260312193329813830,607,219,127,0
20260312193330815562,607,219,127,0
20260312193331814607,607,219,127,0
20260312193332813956,616,219,129,0
20260312193333816722,607,219,127,0
20260312193334820255,607,219,127,0
20260312193335816136,607,219,127,0
20260312193336816190,606,219,127,0
20260312193337834399,608,219,127,0
20260312193338821546,615,219,129,0
20260312193339820725,606,219,127,0
20260312193340820871,605,219,126,0
20260312193341823775,604,219,126,0
20260312193342823871,619,219,130,0
20260312193343834011,642,219,135,0
