timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312194228187957,540,219,112,0
20260312194229197568,540,219,112,0
20260312194230208562,602,218,126,0
20260312194231188236,596,218,124,0
20260312194232191975,596,218,124,0
20260312194233192135,605,218,126,0
20260312194234205123,596,218,124,0
20260312194235195477,600,218,125,0
20260312194236195363,600,218,125,0
20260312194237202109,599,218,125,0
20260312194238202529,600,218,125,0
20260312194239198906,608,218,127,0
20260312194240213058,602,218,125,0
20260312194241198470,602,218,125,0
20260312194242202653,602,218,125,0
20260312194243203319,602,218,125,0
20260312194244209725,602,218,126,0
20260312194245203688,608,218,127,0
20260312194246200756,599,218,125,0
20260312194247201667,599,218,125,0
20260312194248205088,607,218,127,0
