timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312201022547571,539,219,112,0
20260312201023548612,584,219,122,0
20260312201024548522,599,219,125,0
20260312201025549151,598,219,125,0
20260312201026549763,599,219,126,0
20260312201027551292,607,219,127,0
20260312201028551368,602,219,126,0
20260312201029554064,600,219,126,0
20260312201030554220,592,219,124,0
20260312201031554291,595,219,125,0
20260312201032554497,595,219,125,0
20260312201033556302,606,219,127,0
20260312201034556667,598,219,125,0
20260312201035558766,598,219,125,0
20260312201036558164,598,219,125,0
20260312201037726545,596,219,125,0
20260312201038558034,598,219,125,0
20260312201039674338,606,219,127,0
20260312201040655700,597,219,125,0
20260312201041785788,596,219,125,0
20260312201042957456,601,219,126,0
