timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312195526543221,505,220,104,0
20260312195527548842,491,220,100,0
20260312195528543735,401,220,80,0
20260312195529545571,460,220,93,0
20260312195530545641,464,220,95,0
20260312195531545877,460,220,94,0
20260312195532547111,460,220,94,0
20260312195533546856,460,220,94,0
20260312195534547592,461,219,94,0
20260312195535549200,460,220,94,0
20260312195536551398,461,219,94,0
20260312195537550816,461,220,94,0
20260312195538551933,460,220,94,0
20260312195539552690,460,220,94,0
20260312195540553493,461,220,94,0
20260312195541553917,460,220,94,0
20260312195542556182,460,220,94,0
20260312195543558826,461,220,94,0
20260312195544775821,461,219,94,0
20260312195545775759,461,219,94,0
20260312195546777438,461,219,94,0
20260312195547778674,461,220,94,0
20260312195548780273,433,219,87,0
