timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312203104018625,488,220,100,0
20260312203105021628,488,220,100,0
20260312203106219816,408,220,81,0
20260312203107025664,468,220,95,0
20260312203108028334,468,220,95,0
20260312203109026058,418,220,84,0
20260312203110193532,481,220,99,0
20260312203111197756,480,220,99,0
20260312203112201461,481,220,99,0
20260312203113376104,481,220,99,0
20260312203114199538,482,220,99,0
20260312203115197326,482,220,99,0
20260312203116199781,481,220,99,0
20260312203117200538,481,220,99,0
20260312203118202791,455,220,92,0
20260312203119203976,395,220,79,0
20260312203120206107,476,220,98,0
