timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260312203133338549,487,220,100,0
20260312203134336779,424,220,85,0
20260312203135351362,433,220,87,0
20260312203136533040,433,220,87,0
20260312203137338662,462,220,94,0
20260312203138340445,480,220,99,0
20260312203139339813,480,220,99,0
20260312203140555385,480,220,99,0
20260312203141341139,482,220,99,0
20260312203142342692,484,220,100,0
20260312203143342170,483,220,99,0
20260312203144340364,477,220,98,0
20260312203145344303,396,220,79,0
20260312203146346935,477,220,98,0
